sales_document,sales_document_item,requested_delivery_date,plant,storage_location,shipping_condition
3643,10,2024-02-07,BER1,WH-B,Standard
3644,10,2024-01-19,PAR1,WH-B,Pickup
3645,10,2024-04-06,AMS1,WH-B,Pickup
3646,10,2023-09-30,PAR1,WH-C,Standard
3647,10,2023-01-13,BER1,WH-C,Standard
3648,10,2024-06-10,BER1,WH-A,Pickup
3649,10,2023-12-21,PAR1,WH-A,Pickup
3650,10,2024-05-11,BER1,WH-B,Standard
3651,10,2024-07-23,AMS1,WH-C,Standard
3652,10,2023-06-04,BER1,WH-C,Express
3653,10,2024-03-04,BER1,WH-A,Pickup
3654,10,2023-11-03,AMS1,WH-C,Express
3655,10,2023-07-29,BER1,WH-C,Pickup
3656,10,2024-12-08,PAR1,WH-C,Pickup
3657,10,2023-02-18,BER1,WH-B,Pickup
3658,10,2023-03-31,AMS1,WH-A,Pickup
3659,10,2023-05-03,AMS1,WH-B,Standard
3660,10,2024-07-16,BER1,WH-A,Express
3661,10,2024-03-01,BER1,WH-C,Standard
3662,10,2024-09-14,BER1,WH-C,Pickup
3663,10,2023-10-11,AMS1,WH-C,Standard
3664,10,2024-02-16,PAR1,WH-A,Express
3665,10,2023-02-21,PAR1,WH-A,Pickup
3666,10,2024-10-04,PAR1,WH-B,Express
3667,10,2024-12-11,PAR1,WH-A,Express
3668,10,2024-03-01,BER1,WH-A,Standard
3669,10,2024-10-05,PAR1,WH-C,Express
3670,10,2023-06-27,AMS1,WH-C,Standard
3671,10,2023-03-11,AMS1,WH-C,Standard
3672,10,2024-03-30,AMS1,WH-B,Express
3673,10,2023-11-05,AMS1,WH-C,Pickup
3674,10,2024-08-24,BER1,WH-A,Standard
3675,10,2024-05-11,AMS1,WH-A,Express
3676,10,2023-02-17,PAR1,WH-A,Express
3677,10,2023-07-08,BER1,WH-B,Express
3678,10,2023-07-21,BER1,WH-A,Standard
3679,10,2024-12-03,AMS1,WH-A,Express
3680,10,2023-05-01,PAR1,WH-B,Standard
3681,10,2023-08-31,BER1,WH-B,Pickup
3682,10,2023-07-20,BER1,WH-C,Express
3683,10,2023-12-15,PAR1,WH-A,Express
3684,10,2024-08-12,BER1,WH-B,Express
3685,10,2023-04-17,PAR1,WH-B,Express
3686,10,2024-01-28,BER1,WH-B,Express
3687,10,2023-11-17,BER1,WH-B,Express
3688,10,2024-09-28,PAR1,WH-A,Standard
3689,10,2023-02-16,PAR1,WH-B,Standard
3690,10,2024-03-07,PAR1,WH-C,Express
3691,10,2024-08-16,PAR1,WH-B,Standard
3692,10,2024-04-22,BER1,WH-C,Express
3693,10,2023-12-19,PAR1,WH-A,Express
3694,10,2023-06-23,PAR1,WH-C,Standard
3695,10,2023-11-08,AMS1,WH-A,Express
3696,10,2023-08-01,AMS1,WH-B,Standard
3697,10,2024-01-13,BER1,WH-C,Express
3698,10,2024-04-16,PAR1,WH-A,Pickup
3699,10,2023-03-31,AMS1,WH-B,Pickup
3700,10,2024-01-12,PAR1,WH-B,Standard
3701,10,2023-03-23,AMS1,WH-A,Standard
3702,10,2023-10-04,AMS1,WH-B,Pickup
3703,10,2023-12-09,AMS1,WH-C,Express
3704,10,2023-03-05,PAR1,WH-B,Standard
3705,10,2024-12-05,BER1,WH-C,Standard
3706,10,2024-05-09,PAR1,WH-A,Pickup
3707,10,2023-04-09,PAR1,WH-B,Standard
3708,10,2024-03-17,PAR1,WH-A,Express
3709,10,2023-05-08,PAR1,WH-C,Standard
3710,10,2024-07-19,AMS1,WH-A,Pickup
3711,10,2023-06-14,AMS1,WH-C,Express
3712,10,2024-07-03,BER1,WH-B,Standard
3713,10,2024-11-07,AMS1,WH-A,Standard
3714,10,2024-11-03,BER1,WH-B,Standard
3715,10,2023-01-27,AMS1,WH-A,Pickup
3716,10,2024-06-10,PAR1,WH-A,Pickup
3717,10,2023-03-08,AMS1,WH-B,Pickup
3718,10,2024-09-02,AMS1,WH-A,Pickup
3719,10,2023-12-13,BER1,WH-B,Express
3720,10,2024-11-04,AMS1,WH-B,Standard
3721,10,2024-07-16,BER1,WH-A,Express
3722,10,2024-07-24,BER1,WH-C,Pickup
3723,10,2023-11-13,BER1,WH-C,Express
3724,10,2023-07-03,AMS1,WH-B,Standard
3725,10,2023-07-21,PAR1,WH-B,Express
3726,10,2023-10-29,BER1,WH-C,Pickup
3727,10,2024-06-27,BER1,WH-C,Standard
3728,10,2024-08-11,PAR1,WH-A,Standard
3729,10,2024-01-24,AMS1,WH-C,Pickup
3730,10,2023-06-22,AMS1,WH-C,Pickup
3731,10,2024-03-15,BER1,WH-C,Standard
3732,10,2023-04-18,BER1,WH-B,Pickup
3733,10,2024-02-11,PAR1,WH-B,Standard
3734,10,2024-02-10,PAR1,WH-B,Express
3735,10,2024-11-28,AMS1,WH-C,Pickup
3736,10,2024-11-30,AMS1,WH-C,Pickup
3737,10,2024-06-27,AMS1,WH-B,Standard
3738,10,2024-03-29,AMS1,WH-A,Standard
3739,10,2023-09-03,PAR1,WH-B,Standard
3740,10,2023-04-20,PAR1,WH-B,Express
3741,10,2023-06-20,PAR1,WH-C,Standard
3742,10,2023-03-12,BER1,WH-B,Standard
3743,10,2023-11-10,BER1,WH-A,Express
3744,10,2023-10-27,PAR1,WH-A,Standard
3745,10,2024-09-29,BER1,WH-A,Standard
3746,10,2024-08-08,PAR1,WH-A,Pickup
3747,10,2024-06-22,AMS1,WH-C,Express
3748,10,2023-07-22,PAR1,WH-C,Express
3749,10,2024-02-22,AMS1,WH-A,Pickup
3750,10,2023-12-13,BER1,WH-A,Express
3751,10,2023-06-23,BER1,WH-A,Standard
3752,10,2023-05-11,PAR1,WH-B,Standard
3753,10,2024-04-29,AMS1,WH-C,Standard
3754,10,2023-10-22,BER1,WH-C,Express
3755,10,2024-08-06,BER1,WH-A,Standard
3756,10,2024-12-24,PAR1,WH-A,Express
3757,10,2023-07-13,PAR1,WH-B,Standard
3758,10,2023-10-02,PAR1,WH-B,Express
3759,10,2024-04-18,AMS1,WH-C,Standard
3760,10,2023-06-19,BER1,WH-A,Pickup
3761,10,2023-03-20,BER1,WH-A,Pickup
3762,10,2023-11-29,BER1,WH-C,Pickup
3763,10,2023-01-30,PAR1,WH-A,Express
3764,10,2024-10-27,BER1,WH-C,Pickup
3765,10,2023-09-30,BER1,WH-C,Pickup
3766,10,2024-01-27,PAR1,WH-B,Pickup
3767,10,2024-08-13,BER1,WH-C,Standard
3768,10,2024-12-29,BER1,WH-C,Express
3769,10,2023-07-17,AMS1,WH-C,Standard
3770,10,2023-12-12,AMS1,WH-A,Standard
3771,10,2023-07-27,BER1,WH-C,Express
3772,10,2023-04-27,AMS1,WH-A,Pickup
3773,10,2023-07-06,BER1,WH-C,Pickup
3774,10,2023-12-10,AMS1,WH-C,Standard
3775,10,2024-07-12,AMS1,WH-C,Standard
3776,10,2023-04-01,AMS1,WH-C,Standard
3777,10,2024-02-11,PAR1,WH-C,Pickup
3778,10,2024-05-03,PAR1,WH-C,Pickup
3779,10,2023-10-23,PAR1,WH-B,Express
3780,10,2024-02-16,AMS1,WH-C,Standard
3781,10,2023-11-13,BER1,WH-B,Express
3782,10,2024-10-01,BER1,WH-B,Express
3783,10,2023-10-14,PAR1,WH-A,Pickup
3784,10,2024-06-17,PAR1,WH-A,Pickup
3785,10,2024-10-07,BER1,WH-A,Pickup
3786,10,2023-01-22,PAR1,WH-A,Pickup
3787,10,2024-06-09,PAR1,WH-C,Pickup
3788,10,2023-06-18,BER1,WH-B,Express
3789,10,2024-09-06,PAR1,WH-A,Standard
3790,10,2024-11-30,PAR1,WH-A,Express
3791,10,2023-11-29,AMS1,WH-A,Express
3792,10,2024-05-23,PAR1,WH-B,Standard
3793,10,2024-01-29,AMS1,WH-A,Pickup
3794,10,2024-01-14,PAR1,WH-B,Express
3795,10,2023-01-13,BER1,WH-B,Standard
3796,10,2023-06-02,AMS1,WH-A,Express
3797,10,2023-05-16,PAR1,WH-B,Express
3798,10,2024-03-18,PAR1,WH-B,Pickup
3799,10,2023-10-19,PAR1,WH-B,Express
3800,10,2023-02-05,PAR1,WH-B,Pickup
3801,10,2024-04-25,AMS1,WH-B,Standard
3802,10,2024-04-24,AMS1,WH-A,Standard
3803,10,2023-12-17,AMS1,WH-B,Standard
3804,10,2024-01-09,BER1,WH-A,Express
3805,10,2023-01-22,AMS1,WH-C,Pickup
3806,10,2023-03-06,AMS1,WH-B,Standard
3807,10,2023-12-29,PAR1,WH-A,Pickup
3808,10,2024-01-10,BER1,WH-A,Standard
3809,10,2023-04-16,BER1,WH-A,Pickup
3810,10,2023-02-24,BER1,WH-C,Express
3811,10,2023-07-27,AMS1,WH-B,Express
3812,10,2024-10-10,AMS1,WH-C,Express
3813,10,2024-12-12,BER1,WH-C,Pickup
3814,10,2023-12-31,PAR1,WH-A,Express
3815,10,2024-05-19,AMS1,WH-A,Standard
3816,10,2023-09-25,BER1,WH-B,Pickup
3817,10,2024-02-26,PAR1,WH-B,Standard
3818,10,2023-05-17,PAR1,WH-A,Standard
3819,10,2024-02-27,PAR1,WH-B,Express
3820,10,2024-04-10,PAR1,WH-A,Pickup
3821,10,2023-04-14,BER1,WH-B,Standard
3822,10,2024-12-11,BER1,WH-A,Express
3823,10,2023-12-10,AMS1,WH-A,Express
3824,10,2023-05-22,AMS1,WH-C,Standard
3825,10,2023-10-25,BER1,WH-C,Standard
3826,10,2023-01-24,AMS1,WH-B,Standard
3827,10,2023-08-31,PAR1,WH-C,Standard
3828,10,2023-07-18,PAR1,WH-A,Pickup
3829,10,2023-08-31,BER1,WH-C,Standard
3830,10,2024-11-14,PAR1,WH-B,Pickup
3831,10,2023-08-05,BER1,WH-B,Pickup
3832,10,2024-03-04,PAR1,WH-A,Express
3833,10,2025-01-03,PAR1,WH-B,Standard
3834,10,2024-07-14,BER1,WH-C,Standard
3835,10,2023-04-17,PAR1,WH-A,Standard
3836,10,2024-11-28,PAR1,WH-C,Standard
3837,10,2024-09-04,BER1,WH-A,Express
3838,10,2024-11-16,AMS1,WH-B,Express
3839,10,2023-12-25,AMS1,WH-B,Standard
3840,10,2023-11-24,PAR1,WH-A,Standard
3841,10,2023-08-10,AMS1,WH-B,Express
3842,10,2024-03-25,PAR1,WH-C,Pickup
3843,10,2024-02-16,BER1,WH-C,Standard
3844,10,2024-08-26,AMS1,WH-A,Standard
3845,10,2024-01-03,AMS1,WH-B,Express
3846,10,2023-10-10,PAR1,WH-C,Pickup
3847,10,2023-09-27,BER1,WH-B,Express
3848,10,2023-05-14,BER1,WH-B,Pickup
3849,10,2024-05-28,AMS1,WH-C,Pickup
3850,10,2023-02-08,BER1,WH-B,Express
3851,10,2023-04-30,AMS1,WH-B,Standard
3852,10,2024-05-19,PAR1,WH-C,Pickup
3853,10,2024-02-20,BER1,WH-B,Express
3854,10,2024-04-07,PAR1,WH-C,Pickup
3855,10,2024-02-11,BER1,WH-B,Pickup
3856,10,2024-04-28,AMS1,WH-B,Standard
3857,10,2023-12-05,BER1,WH-C,Express
3858,10,2024-11-12,PAR1,WH-A,Standard
3859,10,2023-11-14,PAR1,WH-A,Standard
3860,10,2024-05-23,BER1,WH-C,Pickup
3861,10,2023-11-29,BER1,WH-A,Express
3862,10,2024-08-20,PAR1,WH-A,Express
3863,10,2024-08-04,AMS1,WH-A,Standard
3864,10,2023-10-24,PAR1,WH-B,Pickup
3865,10,2023-06-04,PAR1,WH-C,Pickup
3866,10,2024-06-14,BER1,WH-A,Pickup
3867,10,2023-11-14,AMS1,WH-C,Pickup
3868,10,2023-04-09,BER1,WH-C,Express
3869,10,2024-01-27,BER1,WH-B,Standard
3870,10,2023-12-28,PAR1,WH-B,Standard
3871,10,2024-03-22,AMS1,WH-C,Express
3872,10,2024-10-05,BER1,WH-B,Pickup
3873,10,2023-04-11,AMS1,WH-C,Express
3874,10,2023-01-29,AMS1,WH-A,Express
3875,10,2023-10-25,PAR1,WH-C,Standard
3876,10,2023-10-31,BER1,WH-A,Express
3877,10,2023-09-08,AMS1,WH-B,Standard
3878,10,2024-06-10,PAR1,WH-B,Standard
3879,10,2023-04-25,BER1,WH-B,Pickup
3880,10,2023-08-16,AMS1,WH-C,Standard
3881,10,2023-02-05,PAR1,WH-B,Pickup
3882,10,2023-12-29,AMS1,WH-C,Pickup
3883,10,2024-08-13,PAR1,WH-A,Pickup
3884,10,2024-03-22,BER1,WH-C,Express
3885,10,2024-03-07,BER1,WH-A,Pickup
3886,10,2024-01-06,PAR1,WH-A,Express
3887,10,2023-01-25,BER1,WH-C,Express
3888,10,2023-10-02,BER1,WH-C,Express
3889,10,2024-03-27,AMS1,WH-B,Standard
3890,10,2024-04-26,AMS1,WH-C,Express
3891,10,2024-04-21,AMS1,WH-C,Pickup
3892,10,2024-06-07,BER1,WH-C,Pickup
3893,10,2023-08-26,AMS1,WH-C,Standard
3894,10,2024-07-08,PAR1,WH-B,Express
3895,10,2023-12-31,AMS1,WH-C,Express
3896,10,2024-07-02,AMS1,WH-B,Pickup
3897,10,2024-02-29,AMS1,WH-A,Pickup
3898,10,2024-05-10,BER1,WH-C,Standard
3899,10,2023-09-11,PAR1,WH-A,Pickup
3900,10,2023-08-23,AMS1,WH-A,Express
3901,10,2023-06-04,BER1,WH-B,Express
3902,10,2023-12-26,BER1,WH-C,Express
3903,10,2023-09-17,PAR1,WH-A,Express
3904,10,2023-07-06,AMS1,WH-A,Pickup
3905,10,2024-03-17,AMS1,WH-B,Express
3906,10,2023-03-04,BER1,WH-A,Standard
3907,10,2023-03-14,AMS1,WH-B,Standard
3908,10,2023-12-06,PAR1,WH-C,Standard
3909,10,2023-10-08,BER1,WH-C,Standard
3910,10,2023-05-21,AMS1,WH-B,Express
3911,10,2023-08-15,BER1,WH-A,Express
3912,10,2023-12-18,AMS1,WH-A,Express
3913,10,2024-02-24,AMS1,WH-C,Pickup
3914,10,2023-08-01,PAR1,WH-C,Express
3915,10,2024-03-26,BER1,WH-A,Express
3916,10,2023-10-31,PAR1,WH-C,Pickup
3917,10,2024-07-19,BER1,WH-B,Standard
3918,10,2024-05-07,PAR1,WH-A,Standard
3919,10,2023-08-25,PAR1,WH-C,Pickup
3920,10,2024-05-31,BER1,WH-C,Pickup
3921,10,2023-06-04,PAR1,WH-B,Standard
3922,10,2024-02-26,PAR1,WH-C,Express
3923,10,2023-01-27,BER1,WH-B,Express
3924,10,2023-11-26,AMS1,WH-C,Standard
3925,10,2023-05-30,BER1,WH-C,Express
3926,10,2023-02-04,PAR1,WH-C,Standard
3927,10,2023-11-14,AMS1,WH-B,Express
3928,10,2024-12-23,PAR1,WH-B,Pickup
3929,10,2023-09-28,AMS1,WH-B,Express
3930,10,2023-11-28,BER1,WH-B,Pickup
3931,10,2023-07-21,BER1,WH-B,Pickup
3932,10,2024-08-12,PAR1,WH-B,Pickup
3933,10,2024-03-11,AMS1,WH-C,Express
3934,10,2023-12-17,AMS1,WH-C,Standard
3935,10,2023-07-29,AMS1,WH-C,Express
3936,10,2023-05-08,BER1,WH-A,Express
3937,10,2024-08-02,AMS1,WH-A,Express
3938,10,2024-12-26,BER1,WH-C,Standard
3939,10,2024-04-14,PAR1,WH-A,Pickup
3940,10,2023-12-15,AMS1,WH-B,Standard
3941,10,2023-08-27,PAR1,WH-A,Standard
3942,10,2023-03-25,BER1,WH-A,Standard
3943,10,2023-05-27,PAR1,WH-B,Express
3944,10,2024-07-13,AMS1,WH-B,Express
3945,10,2024-02-07,AMS1,WH-A,Express
3946,10,2024-02-17,BER1,WH-C,Standard
3947,10,2024-10-14,AMS1,WH-B,Standard
3948,10,2023-02-17,AMS1,WH-C,Express
3949,10,2024-07-07,BER1,WH-B,Pickup
3950,10,2024-10-21,BER1,WH-B,Pickup
3951,10,2023-01-27,AMS1,WH-A,Standard
3952,10,2023-11-11,PAR1,WH-C,Pickup
3953,10,2024-10-23,BER1,WH-C,Express
3954,10,2023-11-08,PAR1,WH-A,Express
3955,10,2024-05-26,AMS1,WH-A,Standard
3956,10,2023-07-18,BER1,WH-A,Express
3957,10,2024-07-26,BER1,WH-C,Express
3958,10,2023-09-21,PAR1,WH-C,Standard
3959,10,2023-07-28,PAR1,WH-C,Pickup
3960,10,2023-01-04,BER1,WH-B,Pickup
3961,10,2024-04-19,BER1,WH-B,Express
3962,10,2023-07-25,PAR1,WH-C,Pickup
3963,10,2024-09-16,AMS1,WH-B,Standard
3964,10,2024-01-10,AMS1,WH-C,Standard
3965,10,2023-04-08,AMS1,WH-B,Pickup
3966,10,2024-03-23,AMS1,WH-A,Express
3967,10,2023-03-18,AMS1,WH-C,Express
3968,10,2024-01-07,PAR1,WH-A,Standard
3969,10,2024-05-02,PAR1,WH-B,Express
3970,10,2024-02-27,PAR1,WH-C,Pickup
3971,10,2024-08-26,PAR1,WH-B,Standard
3972,10,2023-07-14,AMS1,WH-B,Express
3973,10,2023-07-20,PAR1,WH-B,Pickup
3974,10,2024-04-24,AMS1,WH-B,Express
3975,10,2024-11-25,BER1,WH-C,Standard
3976,10,2023-11-22,AMS1,WH-B,Standard
3977,10,2023-01-31,PAR1,WH-C,Standard
3978,10,2023-12-17,PAR1,WH-A,Standard
3979,10,2024-07-11,AMS1,WH-C,Standard
3980,10,2024-12-16,AMS1,WH-B,Pickup
3981,10,2023-07-22,AMS1,WH-B,Pickup
3982,10,2023-03-09,AMS1,WH-B,Express
3983,10,2023-01-30,PAR1,WH-A,Express
3984,10,2024-04-20,AMS1,WH-C,Standard
3985,10,2023-11-21,AMS1,WH-B,Express
3986,10,2023-12-30,AMS1,WH-A,Pickup
3987,10,2024-10-31,PAR1,WH-B,Standard
3988,10,2024-08-22,PAR1,WH-B,Standard
3989,10,2023-08-24,AMS1,WH-B,Express
3990,10,2024-03-03,AMS1,WH-C,Standard
3991,10,2023-09-02,PAR1,WH-C,Pickup
3992,10,2023-05-15,AMS1,WH-C,Standard
3993,10,2024-04-24,AMS1,WH-C,Pickup
3994,10,2023-12-31,AMS1,WH-C,Standard
3995,10,2024-06-07,PAR1,WH-B,Pickup
3996,10,2024-10-20,PAR1,WH-B,Express
3997,10,2023-03-19,BER1,WH-B,Standard
3998,10,2023-04-24,PAR1,WH-C,Express
3999,10,2023-04-11,BER1,WH-C,Pickup
4000,10,2023-03-07,BER1,WH-B,Express
4001,10,2024-07-14,AMS1,WH-A,Pickup
4002,10,2023-11-19,PAR1,WH-A,Express
4003,10,2024-01-18,PAR1,WH-A,Pickup
4004,10,2024-04-15,BER1,WH-C,Pickup
4005,10,2023-10-12,BER1,WH-C,Standard
4006,10,2024-08-23,BER1,WH-B,Express
4007,10,2023-06-18,PAR1,WH-C,Standard
4008,10,2024-12-29,AMS1,WH-C,Pickup
4009,10,2023-07-01,BER1,WH-B,Pickup
4010,10,2024-12-07,AMS1,WH-A,Express
4011,10,2023-06-29,PAR1,WH-B,Pickup
4012,10,2023-07-22,BER1,WH-B,Express
4013,10,2023-01-31,PAR1,WH-A,Express
4014,10,2024-03-30,AMS1,WH-A,Standard
4015,10,2023-02-26,BER1,WH-A,Express
4016,10,2024-08-20,BER1,WH-C,Standard
4017,10,2024-08-31,BER1,WH-C,Pickup
4018,10,2024-04-18,AMS1,WH-C,Express
4019,10,2024-04-16,PAR1,WH-C,Pickup
4020,10,2023-07-19,AMS1,WH-B,Standard
4021,10,2024-11-24,BER1,WH-C,Standard
4022,10,2024-04-04,BER1,WH-C,Standard
4023,10,2024-04-04,BER1,WH-B,Pickup
4024,10,2023-05-20,AMS1,WH-B,Standard
4025,10,2024-03-09,AMS1,WH-A,Express
4026,10,2023-10-06,PAR1,WH-A,Pickup
4027,10,2024-05-12,PAR1,WH-B,Standard
4028,10,2023-07-24,AMS1,WH-A,Express
4029,10,2023-07-21,AMS1,WH-B,Standard
4030,10,2024-03-12,PAR1,WH-C,Standard
4031,10,2023-10-07,PAR1,WH-A,Pickup
4032,10,2023-09-25,BER1,WH-B,Pickup
4033,10,2024-06-17,BER1,WH-A,Express
4034,10,2024-11-17,AMS1,WH-C,Pickup
4035,10,2023-12-18,BER1,WH-C,Pickup
4036,10,2024-11-27,AMS1,WH-B,Express
4037,10,2024-01-03,AMS1,WH-B,Standard
4038,10,2023-08-19,PAR1,WH-A,Express
4039,10,2023-05-07,PAR1,WH-A,Standard
4040,10,2024-04-19,AMS1,WH-B,Express
4041,10,2024-06-24,AMS1,WH-A,Pickup
4042,10,2023-08-18,BER1,WH-B,Standard
4043,10,2023-07-01,AMS1,WH-A,Pickup
4044,10,2024-05-19,BER1,WH-C,Standard
4045,10,2024-12-09,AMS1,WH-C,Express
4046,10,2023-05-16,PAR1,WH-A,Standard
4047,10,2023-04-23,PAR1,WH-B,Express
4048,10,2024-03-22,AMS1,WH-B,Express
4049,10,2024-01-17,BER1,WH-C,Express
4050,10,2024-01-06,BER1,WH-A,Standard
4051,10,2023-11-04,AMS1,WH-B,Pickup
4052,10,2024-06-10,AMS1,WH-A,Pickup
4053,10,2023-08-08,AMS1,WH-C,Pickup
4054,10,2023-09-13,AMS1,WH-A,Express
4055,10,2023-08-30,PAR1,WH-A,Express
4056,10,2024-11-26,AMS1,WH-A,Pickup
4057,10,2023-12-15,AMS1,WH-B,Pickup
4058,10,2024-05-30,BER1,WH-B,Express
4059,10,2024-01-10,AMS1,WH-C,Express
4060,10,2023-11-08,PAR1,WH-B,Standard
4061,10,2023-01-31,AMS1,WH-A,Express
4062,10,2023-12-01,BER1,WH-A,Express
4063,10,2024-09-12,PAR1,WH-C,Standard
4064,10,2023-02-12,AMS1,WH-A,Standard
4065,10,2023-04-09,BER1,WH-B,Standard
4066,10,2024-01-11,BER1,WH-B,Standard
4067,10,2024-01-17,BER1,WH-A,Standard
4068,10,2023-01-17,AMS1,WH-B,Standard
4069,10,2023-12-25,AMS1,WH-B,Standard
4070,10,2024-12-25,BER1,WH-A,Express
4071,10,2024-11-07,AMS1,WH-C,Express
4072,10,2023-01-14,BER1,WH-B,Standard
4073,10,2024-07-20,BER1,WH-B,Pickup
4074,10,2023-05-20,AMS1,WH-A,Express
4075,10,2024-05-16,PAR1,WH-A,Standard
4076,10,2024-03-26,BER1,WH-B,Standard
4077,10,2023-11-12,AMS1,WH-A,Pickup
4078,10,2024-06-16,AMS1,WH-B,Standard
4079,10,2024-02-06,AMS1,WH-A,Express
4080,10,2023-03-22,BER1,WH-A,Standard
4081,10,2023-09-07,AMS1,WH-A,Standard
4082,10,2023-03-31,BER1,WH-B,Standard
4083,10,2023-10-18,BER1,WH-C,Standard
4084,10,2023-01-11,AMS1,WH-C,Standard
4085,10,2023-03-19,BER1,WH-A,Pickup
4086,10,2023-04-09,AMS1,WH-A,Express
4087,10,2023-10-19,PAR1,WH-C,Express
4088,10,2023-10-07,BER1,WH-A,Pickup
4089,10,2024-07-31,AMS1,WH-B,Standard
4090,10,2024-11-30,AMS1,WH-A,Standard
4091,10,2024-06-13,PAR1,WH-B,Pickup
4092,10,2023-04-24,BER1,WH-C,Standard
4093,10,2024-09-25,BER1,WH-C,Express
4094,10,2023-07-12,PAR1,WH-B,Express
4095,10,2023-03-11,PAR1,WH-B,Express
4096,10,2023-02-25,AMS1,WH-A,Express
4097,10,2024-03-14,AMS1,WH-B,Express
4098,10,2024-01-16,AMS1,WH-B,Express
4099,10,2023-03-04,AMS1,WH-B,Pickup
4100,10,2024-08-27,BER1,WH-A,Standard
4101,10,2024-04-05,BER1,WH-B,Express
4102,10,2023-06-23,AMS1,WH-B,Pickup
4103,10,2023-09-28,PAR1,WH-A,Pickup
4104,10,2023-03-04,BER1,WH-C,Pickup
4105,10,2024-05-27,BER1,WH-A,Standard
4106,10,2023-07-03,PAR1,WH-B,Standard
4107,10,2023-05-27,PAR1,WH-A,Express
4108,10,2023-06-17,AMS1,WH-C,Standard
4109,10,2023-06-18,AMS1,WH-A,Pickup
4110,10,2024-09-03,PAR1,WH-C,Standard
4111,10,2023-10-22,PAR1,WH-C,Express
4112,10,2023-02-11,BER1,WH-C,Express
4113,10,2023-03-22,PAR1,WH-A,Pickup
4114,10,2024-03-31,PAR1,WH-A,Standard
4115,10,2023-09-29,BER1,WH-B,Pickup
4116,10,2023-10-25,PAR1,WH-C,Pickup
4117,10,2024-01-10,AMS1,WH-A,Pickup
4118,10,2024-01-06,PAR1,WH-B,Standard
4119,10,2024-01-26,BER1,WH-A,Express
4120,10,2023-05-28,BER1,WH-B,Express
4121,10,2023-04-09,BER1,WH-B,Express
4122,10,2023-03-22,BER1,WH-A,Express
4123,10,2024-04-16,AMS1,WH-B,Express
4124,10,2023-04-27,AMS1,WH-C,Express
4125,10,2023-01-05,PAR1,WH-C,Express
4126,10,2023-04-28,BER1,WH-A,Express
4127,10,2023-02-15,PAR1,WH-A,Pickup
4128,10,2024-11-09,BER1,WH-A,Standard
4129,10,2023-09-02,PAR1,WH-B,Express
4130,10,2023-08-19,AMS1,WH-C,Express
4131,10,2023-05-13,AMS1,WH-B,Express
4132,10,2023-04-26,BER1,WH-A,Pickup
4133,10,2023-11-01,BER1,WH-C,Express
4134,10,2024-04-11,AMS1,WH-A,Standard
4135,10,2023-07-30,PAR1,WH-C,Standard
4136,10,2024-02-02,BER1,WH-A,Express
4137,10,2024-08-16,PAR1,WH-C,Pickup
4138,10,2024-09-30,AMS1,WH-A,Standard
4139,10,2023-02-27,AMS1,WH-C,Express
4140,10,2024-09-30,BER1,WH-C,Standard
4141,10,2024-02-03,PAR1,WH-C,Pickup
4142,10,2024-12-06,AMS1,WH-C,Pickup
4143,10,2024-01-07,AMS1,WH-B,Express
4144,10,2024-08-09,PAR1,WH-A,Standard
4145,10,2024-07-16,AMS1,WH-A,Standard
4146,10,2024-10-28,AMS1,WH-B,Express
4147,10,2023-04-04,BER1,WH-B,Pickup
4148,10,2023-05-10,BER1,WH-B,Express
4149,10,2023-07-09,PAR1,WH-B,Pickup
4150,10,2023-07-07,PAR1,WH-C,Pickup
4151,10,2024-06-10,PAR1,WH-B,Pickup
4152,10,2024-07-30,PAR1,WH-C,Express
4153,10,2024-12-02,BER1,WH-C,Pickup
4154,10,2024-04-01,PAR1,WH-B,Standard
4155,10,2024-04-30,PAR1,WH-B,Pickup
4156,10,2024-12-23,BER1,WH-C,Pickup
4157,10,2024-07-20,BER1,WH-A,Pickup
4158,10,2023-11-03,PAR1,WH-B,Standard
4159,10,2024-12-12,PAR1,WH-B,Pickup
4160,10,2023-03-15,PAR1,WH-A,Pickup
4161,10,2024-03-31,AMS1,WH-C,Standard
4162,10,2023-11-28,BER1,WH-C,Pickup
4163,10,2024-05-22,AMS1,WH-B,Standard
4164,10,2024-01-04,BER1,WH-C,Standard
4165,10,2023-07-17,AMS1,WH-C,Pickup
4166,10,2023-03-24,AMS1,WH-B,Pickup
4167,10,2024-12-13,PAR1,WH-B,Pickup
4168,10,2024-02-23,BER1,WH-C,Express
4169,10,2023-09-17,PAR1,WH-A,Pickup
4170,10,2023-06-22,AMS1,WH-A,Pickup
4171,10,2023-03-26,BER1,WH-B,Standard
4172,10,2023-01-07,PAR1,WH-A,Express
4173,10,2024-11-28,AMS1,WH-B,Pickup
4174,10,2023-04-04,BER1,WH-B,Express
4175,10,2023-06-21,PAR1,WH-A,Express
4176,10,2023-02-17,BER1,WH-A,Pickup
4177,10,2024-12-09,AMS1,WH-C,Express
4178,10,2023-02-11,BER1,WH-C,Express
4179,10,2024-04-02,AMS1,WH-B,Standard
4180,10,2024-02-23,AMS1,WH-A,Pickup
4181,10,2023-05-13,PAR1,WH-C,Express
4182,10,2023-07-07,BER1,WH-C,Pickup
4183,10,2024-10-09,BER1,WH-A,Pickup
4184,10,2024-09-14,BER1,WH-B,Express
4185,10,2024-10-27,BER1,WH-B,Pickup
4186,10,2023-01-18,PAR1,WH-A,Pickup
