sales_id,customer_key,product_key,date_key,quantity,unit_price,amount
1818,5,3,20241211,7,1024.9,7174.300000000001
1819,2,3,20241205,3,962.15,2886.45
1820,3,4,20240915,2,519.28,1038.56
1821,5,4,20230827,7,778.76,5451.32
1822,5,5,20240923,1,368.09,368.09
1823,1,3,20230907,4,1113.42,4453.68
1824,5,1,20240525,1,227.89,227.89
1825,3,2,20241019,3,579.23,1737.69
1826,1,2,20231203,8,1115.4,8923.2
1827,2,3,20230210,6,974.31,5845.86
1828,5,4,20230823,5,1132.06,5660.299999999999
1829,3,3,20230225,4,328.58,1314.32
1830,2,2,20230707,7,794.17,5559.19
1831,4,1,20230313,2,1308.05,2616.1
1832,2,1,20230509,3,1408.95,4226.85
1833,1,2,20230322,4,373.56,1494.24
1834,4,4,20230722,5,267.13,1335.65
1835,2,4,20231107,3,918.63,2755.89
1836,3,5,20230726,8,1452.4,11619.2
1837,3,4,20240104,2,1427.74,2855.48
1838,4,4,20240308,3,719.3,2157.8999999999996
1839,5,5,20240508,7,1146.48,8025.360000000001
1840,1,4,20231104,7,1284.71,8992.970000000001
1841,5,5,20230629,3,840.46,2521.38
1842,3,4,20231018,8,476.12,3808.96
1843,4,5,20230520,8,131.11,1048.88
1844,4,2,20230105,3,1376.29,4128.87
1845,1,5,20240301,6,749.89,4499.34
1846,4,3,20241018,7,747.09,5229.63
1847,5,1,20230508,7,1330.37,9312.59
1848,4,5,20240322,3,311.49,934.47
1849,3,3,20240113,8,961.6,7692.8
1850,1,4,20230906,7,1110.1,7770.699999999999
1851,4,1,20241123,6,955.66,5733.96
1852,1,2,20241128,5,918.02,4590.1
1853,2,3,20241109,4,913.17,3652.68
1854,2,1,20241021,2,1162.18,2324.36
1855,4,4,20230713,2,789.84,1579.68
1856,4,2,20231106,7,397.99,2785.9300000000003
1857,5,5,20240226,7,889.47,6226.29
1858,1,1,20231003,6,1225.99,7355.9400000000005
1859,2,4,20230622,5,34.47,172.35
1860,4,1,20241214,2,128.02,256.04
1861,4,5,20240317,7,990.42,6932.94
1862,2,2,20230518,6,299.94,1799.6399999999999
1863,2,4,20230423,3,766.36,2299.08
1864,4,5,20230302,4,298.82,1195.28
1865,2,2,20240223,5,1474.85,7374.25
1866,4,5,20230620,2,1305.83,2611.66
1867,1,3,20231011,2,582.15,1164.3
1868,1,3,20240504,1,888.83,888.83
1869,4,1,20230108,1,115.06,115.06
1870,5,1,20230108,2,336.33,672.66
1871,4,5,20240429,5,1399.89,6999.450000000001
1872,3,5,20241129,7,521.41,3649.87
1873,3,3,20241112,4,1412.96,5651.84
1874,4,4,20231205,1,1463.57,1463.57
1875,1,1,20240216,8,1309.05,10472.4
1876,2,1,20231014,2,1306.78,2613.56
1877,2,3,20241105,8,937.07,7496.56
1878,4,5,20230104,7,998.84,6991.88
1879,3,1,20231130,6,1313.32,7879.92
1880,4,2,20240919,8,615.24,4921.92
1881,1,3,20240502,7,1410.15,9871.050000000001
1882,1,4,20241230,5,920.58,4602.900000000001
1883,2,5,20230331,1,213.6,213.6
1884,3,5,20240401,8,272.88,2183.04
1885,1,4,20230624,4,383.95,1535.8
1886,1,1,20230130,7,1490.21,10431.470000000001
1887,2,3,20230814,7,1155.31,8087.17
1888,3,4,20240701,2,1006.58,2013.16
1889,4,1,20240812,6,1311.11,7866.66
1890,5,1,20240126,6,581.09,3486.54
1891,5,4,20230429,4,354.74,1418.96
1892,3,1,20240829,2,156.48,312.96
1893,2,1,20231117,6,212.94,1277.6399999999999
1894,4,5,20240827,1,483.43,483.43
1895,5,2,20231124,7,1470.28,10291.96
1896,3,2,20230110,4,182.21,728.84
1897,5,4,20231031,6,238.43,1430.58
1898,2,4,20231018,8,242.45,1939.6
1899,2,1,20241206,6,480.61,2883.66
1900,1,3,20230809,8,955.84,7646.72
1901,4,3,20231208,7,111.75,782.25
1902,2,2,20230223,4,1058.1,4232.4
1903,2,4,20241106,7,466.18,3263.26
1904,2,1,20241125,7,522.68,3658.7599999999998
1905,4,3,20240624,7,601.82,4212.740000000001
1906,3,3,20240715,4,1059.14,4236.56
1907,4,1,20240817,3,502.04,1506.1200000000001
1908,1,3,20240814,8,990.59,7924.72
1909,2,4,20230529,8,454.35,3634.8
1910,2,2,20230110,4,1109.6,4438.4
1911,3,5,20230601,2,1025.52,2051.04
1912,4,4,20230409,3,1390.83,4172.49
1913,3,4,20230501,3,1418.97,4256.91
1914,5,3,20241004,7,1455.35,10187.449999999999
1915,4,2,20240211,1,200.23,200.23
1916,4,3,20240120,3,987.88,2963.64
1917,1,4,20241030,7,430.94,3016.58
1918,4,3,20230326,1,202.0,202.0
1919,1,4,20240809,4,58.96,235.84
1920,5,4,20230407,5,1048.25,5241.25
1921,5,2,20241022,7,739.18,5174.259999999999
1922,4,3,20230307,3,171.68,515.04
1923,5,2,20230121,7,1223.98,8567.86
1924,4,5,20240821,8,119.3,954.4
1925,5,1,20230501,4,1449.38,5797.52
1926,2,5,20240402,3,32.85,98.55000000000001
1927,3,1,20230731,1,215.0,215.0
1928,2,1,20230205,5,1280.89,6404.450000000001
1929,1,1,20240711,5,561.25,2806.25
1930,2,4,20230217,1,391.3,391.3
1931,5,3,20240517,8,231.29,1850.32
1932,3,5,20240606,6,919.1,5514.6
1933,2,1,20230712,1,374.72,374.72
1934,2,3,20240908,4,1437.2,5748.8
1935,5,2,20240929,6,434.16,2604.96
1936,4,1,20241027,5,409.49,2047.45
1937,2,4,20230918,8,147.8,1182.4
1938,4,2,20231003,4,129.07,516.28
1939,2,3,20230607,3,644.04,1932.12
1940,3,4,20240910,7,63.22,442.53999999999996
1941,2,1,20230423,5,208.82,1044.1
1942,5,4,20230402,2,510.8,1021.6
1943,3,3,20230820,5,240.84,1204.2
1944,3,1,20230816,2,581.31,1162.62
1945,4,1,20231110,2,284.2,568.4
1946,5,4,20241218,2,805.22,1610.44
1947,5,3,20230219,5,921.01,4605.05
1948,2,3,20241125,7,291.49,2040.43
1949,5,5,20230511,7,728.37,5098.59
1950,3,1,20230527,3,994.91,2984.73
1951,4,5,20241016,5,102.98,514.9
1952,3,2,20230707,7,1067.51,7472.57
1953,4,3,20231010,8,765.79,6126.32
1954,4,5,20230331,4,475.15,1900.6
1955,3,4,20241011,6,1271.74,7630.4400000000005
1956,1,1,20230619,4,1418.68,5674.72
1957,5,1,20240721,2,1121.53,2243.06
1958,4,1,20230520,7,1023.62,7165.34
1959,4,4,20240923,2,623.07,1246.14
1960,2,1,20231220,7,1061.32,7429.24
1961,2,5,20230622,1,920.88,920.88
1962,5,2,20230517,3,135.81,407.43
1963,5,3,20240124,1,648.52,648.52
1964,2,3,20241126,2,523.49,1046.98
1965,2,5,20240509,2,452.85,905.7
1966,3,3,20241008,4,28.3,113.2
1967,5,4,20241020,4,1386.51,5546.04
1968,5,1,20240514,8,1341.43,10731.44
1969,1,3,20231203,1,932.91,932.91
1970,3,3,20230710,2,32.6,65.2
1971,4,3,20240518,1,174.47,174.47
1972,2,1,20240514,3,630.81,1892.4299999999998
1973,1,2,20240209,5,358.49,1792.45
1974,3,3,20230706,6,656.8,3940.7999999999997
1975,5,3,20241103,2,1484.32,2968.64
1976,4,2,20240320,3,546.76,1640.28
1977,1,3,20231019,4,188.23,752.92
1978,1,2,20231206,7,646.06,4522.42
1979,1,2,20241112,4,1423.85,5695.4
1980,3,1,20240522,7,746.38,5224.66
1981,2,3,20240203,7,765.24,5356.68
1982,2,1,20230510,2,1194.25,2388.5
1983,2,3,20230831,1,1156.89,1156.89
1984,1,3,20230109,7,1465.25,10256.75
1985,4,4,20230326,5,441.28,2206.3999999999996
1986,4,2,20230711,3,1100.64,3301.92
1987,2,3,20241218,2,1299.65,2599.3
1988,2,4,20230416,4,723.99,2895.96
1989,5,5,20240828,3,303.29,909.8700000000001
1990,2,2,20230209,2,220.14,440.28
1991,3,2,20240923,3,653.8,1961.3999999999999
1992,2,1,20240621,1,586.02,586.02
1993,3,2,20240505,4,520.86,2083.44
1994,1,5,20231108,7,974.71,6822.97
1995,1,3,20231226,6,438.82,2632.92
1996,4,2,20230706,6,1345.28,8071.68
1997,1,1,20231126,1,999.14,999.14
1998,2,3,20240913,8,438.24,3505.92
1999,1,4,20240518,3,397.09,1191.27
2000,3,3,20241116,5,189.5,947.5
2001,1,5,20240106,3,513.54,1540.62
2002,5,5,20231010,6,376.42,2258.52
2003,2,5,20230419,7,153.67,1075.6899999999998
2004,2,5,20241101,2,85.53,171.06
2005,2,2,20230318,8,1390.11,11120.88
2006,5,5,20240430,6,469.68,2818.08
2007,2,5,20230716,3,89.62,268.86
2008,4,5,20240727,5,1340.09,6700.45
2009,3,3,20230501,8,954.05,7632.4
2010,4,1,20240530,8,643.03,5144.24
2011,1,2,20230513,5,1052.64,5263.200000000001
2012,3,1,20241211,1,1196.73,1196.73
2013,2,4,20240609,8,1034.92,8279.36
2014,1,2,20240129,8,1132.32,9058.56
2015,5,4,20230731,7,920.65,6444.55
2016,2,1,20240829,3,868.55,2605.6499999999996
2017,1,5,20240621,8,768.13,6145.04
2018,3,3,20231002,4,462.14,1848.56
2019,5,1,20240630,3,355.3,1065.9
2020,2,3,20231012,1,968.43,968.43
2021,2,3,20230912,1,972.56,972.56
2022,2,5,20231222,2,27.06,54.12
2023,5,3,20241223,6,147.79,886.74
2024,5,3,20240918,3,627.31,1881.9299999999998
2025,3,3,20230111,1,948.28,948.28
2026,3,2,20230117,5,285.68,1428.4
2027,5,5,20241205,2,1090.84,2181.68
2028,4,3,20230814,4,1229.85,4919.4
2029,3,3,20240209,4,882.95,3531.8
2030,2,4,20240320,4,1101.47,4405.88
2031,3,2,20230705,8,163.19,1305.52
2032,4,2,20240517,3,303.57,910.71
2033,2,3,20230701,1,482.49,482.49
2034,4,5,20230315,4,127.44,509.76
2035,4,2,20240217,8,1365.97,10927.76
2036,1,5,20230113,3,1096.98,3290.94
2037,5,1,20230423,7,591.39,4139.73
2038,1,1,20230327,3,391.31,1173.93
2039,3,2,20230110,1,1193.79,1193.79
2040,1,5,20230329,6,1282.76,7696.5599999999995
2041,2,2,20240330,8,1145.52,9164.16
2042,2,3,20230907,6,731.39,4388.34
2043,1,5,20230507,5,950.54,4752.7
2044,1,1,20230416,2,828.35,1656.7
2045,5,4,20230818,3,26.79,80.37
2046,1,2,20231228,7,593.44,4154.08
2047,3,2,20230426,7,1037.98,7265.860000000001
2048,4,2,20231016,2,356.17,712.34
2049,3,1,20230328,6,199.57,1197.42
2050,1,5,20240627,3,287.65,862.9499999999999
2051,3,5,20230603,3,1027.16,3081.4800000000005
2052,3,5,20230417,5,538.87,2694.35
2053,3,4,20241229,6,1401.0,8406.0
2054,1,1,20230531,3,1172.23,3516.69
2055,3,2,20240504,7,683.88,4787.16
2056,1,1,20231013,7,1440.39,10082.730000000001
2057,2,1,20230706,6,1492.29,8953.74
2058,4,3,20240507,6,753.95,4523.700000000001
2059,4,5,20241031,6,228.88,1373.28
2060,2,4,20240705,7,835.28,5846.96
2061,5,4,20240817,4,592.33,2369.32
2062,4,5,20230829,4,1062.06,4248.24
2063,3,1,20230118,4,1491.01,5964.04
2064,3,5,20230423,8,1437.48,11499.84
2065,1,3,20230523,6,1276.91,7661.460000000001
2066,3,4,20240718,3,1257.0,3771.0
2067,4,2,20230227,4,1246.04,4984.16
2068,2,1,20230127,3,581.75,1745.25
2069,4,3,20241109,1,1059.57,1059.57
2070,5,1,20230611,8,1260.22,10081.76
2071,1,2,20230908,6,233.38,1400.28
2072,1,1,20230706,7,245.83,1720.8100000000002
2073,4,2,20231212,5,718.52,3592.6
2074,4,1,20230303,5,189.12,945.6
2075,1,5,20230112,3,767.36,2302.08
2076,4,4,20230922,8,842.38,6739.04
2077,5,5,20240309,5,1071.3,5356.5
2078,2,3,20230509,2,794.21,1588.42
2079,2,4,20230708,1,347.89,347.89
2080,5,5,20240424,2,1229.42,2458.84
2081,4,3,20230618,7,1245.2,8716.4
2082,1,3,20230422,7,312.23,2185.61
2083,1,1,20231210,6,914.71,5488.26
2084,1,2,20230420,5,265.07,1325.35
2085,1,2,20231113,1,1140.87,1140.87
2086,2,5,20230203,4,966.62,3866.48
2087,2,3,20240801,2,1465.58,2931.16
2088,1,5,20231119,8,92.38,739.04
2089,1,3,20231017,1,1471.3,1471.3
2090,4,5,20240205,4,488.85,1955.4
2091,3,2,20240530,2,513.69,1027.38
2092,1,5,20240127,3,59.94,179.82
2093,4,5,20230605,1,452.93,452.93
2094,4,1,20230826,2,1430.41,2860.82
2095,2,2,20240528,3,1490.29,4470.87
2096,5,5,20230515,6,685.03,4110.18
2097,3,3,20240317,6,944.62,5667.72
2098,1,4,20240917,4,333.01,1332.04
2099,5,1,20240524,3,861.18,2583.54
2100,1,1,20231113,3,1155.32,3465.96
2101,5,1,20231118,8,163.82,1310.56
2102,2,3,20240813,3,125.54,376.62
2103,3,3,20241228,2,129.92,259.84
2104,4,3,20240328,8,1468.26,11746.08
2105,2,1,20231021,8,83.4,667.2
2106,4,4,20240608,3,675.22,2025.66
2107,5,3,20240228,6,148.15,888.9000000000001
2108,5,4,20241129,5,1319.18,6595.900000000001
2109,1,5,20230908,1,1118.04,1118.04
2110,5,1,20231025,3,1283.26,3849.7799999999997
2111,4,2,20230817,7,1284.4,8990.800000000001
2112,4,4,20240424,2,539.68,1079.36
2113,5,4,20230421,2,151.59,303.18
2114,4,4,20230308,4,617.24,2468.96
2115,3,3,20240502,8,338.64,2709.12
2116,1,3,20230609,8,81.47,651.76
2117,4,2,20230202,4,497.28,1989.12
2118,5,4,20240106,1,1406.28,1406.28
2119,4,4,20230124,4,104.76,419.04
2120,4,3,20230327,5,962.64,4813.2
2121,2,1,20231102,5,622.48,3112.4
2122,4,4,20230923,4,1012.73,4050.92
2123,2,1,20240314,2,1345.06,2690.12
2124,3,3,20240305,3,317.94,953.8199999999999
2125,4,4,20240323,3,1449.25,4347.75
2126,3,5,20240728,7,1238.95,8672.65
2127,5,2,20240815,2,1091.02,2182.04
2128,5,2,20231121,6,1004.49,6026.9400000000005
2129,1,2,20240526,8,1402.38,11219.04
2130,3,1,20230104,7,412.63,2888.41
2131,4,2,20240815,8,967.4,7739.2
2132,1,1,20230712,4,1124.92,4499.68
2133,4,5,20230810,3,911.39,2734.17
2134,3,2,20240813,4,1458.32,5833.28
2135,1,3,20231111,6,48.88,293.28000000000003
2136,5,1,20240411,8,982.14,7857.12
2137,4,4,20240709,6,544.51,3267.06
2138,4,5,20230630,6,192.24,1153.44
2139,4,4,20240901,6,285.92,1715.52
2140,2,5,20241106,7,587.81,4114.67
2141,4,3,20230417,2,1493.16,2986.32
2142,1,1,20240930,7,177.92,1245.4399999999998
2143,5,1,20230203,8,767.46,6139.68
2144,3,4,20240410,4,353.75,1415.0
2145,5,4,20240425,2,313.45,626.9
2146,1,3,20241022,8,634.08,5072.64
2147,4,1,20240603,6,1178.74,7072.4400000000005
2148,3,3,20240229,5,478.41,2392.05
2149,2,1,20230127,7,73.2,512.4
2150,2,3,20240808,6,519.26,3115.56
2151,4,2,20241021,7,309.17,2164.19
2152,4,1,20241013,7,215.08,1505.5600000000002
2153,4,2,20240613,7,1358.65,9510.550000000001
2154,2,4,20230510,4,171.88,687.52
2155,5,1,20241004,7,1268.47,8879.29
2156,3,5,20230728,3,1424.33,4272.99
2157,1,1,20241005,1,670.2,670.2
2158,5,2,20240710,1,936.7,936.7
2159,1,5,20230514,7,62.3,436.09999999999997
2160,4,3,20230816,3,378.59,1135.77
2161,3,2,20240123,4,1096.31,4385.24
2162,3,1,20230528,5,147.37,736.85
2163,1,5,20240902,2,188.62,377.24
2164,1,1,20230704,3,441.63,1324.8899999999999
2165,1,1,20230801,8,1270.82,10166.56
2166,4,1,20240228,8,1198.28,9586.24
2167,1,4,20240305,2,335.19,670.38
2168,4,3,20230704,8,1217.61,9740.88
2169,3,1,20241008,3,998.01,2994.0299999999997
2170,5,1,20231222,2,1464.48,2928.96
2171,4,5,20230918,1,258.62,258.62
2172,1,2,20240614,1,815.53,815.53
2173,5,2,20230428,4,1303.64,5214.56
2174,2,1,20230327,6,229.38,1376.28
2175,2,3,20230405,5,735.32,3676.6000000000004
2176,3,5,20240522,5,713.89,3569.45
2177,4,5,20230914,7,1385.46,9698.220000000001
2178,2,2,20230416,5,1443.76,7218.8
2179,5,5,20230730,5,269.34,1346.6999999999998
2180,4,4,20231006,8,650.01,5200.08
2181,3,5,20240315,2,920.76,1841.52
2182,2,5,20241009,6,576.59,3459.54
2183,1,4,20240607,3,1336.94,4010.82
2184,3,5,20241022,7,457.87,3205.09
2185,5,3,20230704,7,69.16,484.12
2186,3,4,20230316,3,552.67,1658.0099999999998
2187,2,3,20231118,6,238.93,1433.58
2188,1,1,20231203,6,1040.23,6241.38
2189,2,4,20240729,6,1350.65,8103.900000000001
2190,1,4,20240623,5,912.66,4563.3
2191,2,1,20241118,5,1081.49,5407.45
2192,1,5,20240321,7,1031.14,7217.9800000000005
2193,3,3,20240520,4,315.76,1263.04
2194,4,1,20230508,5,646.32,3231.6000000000004
2195,4,2,20230831,6,896.98,5381.88
2196,5,1,20240812,5,51.31,256.55
2197,1,4,20240217,5,218.31,1091.55
2198,1,5,20230117,1,522.65,522.65
2199,1,4,20240301,2,1249.03,2498.06
2200,3,3,20240214,6,1136.7,6820.200000000001
2201,1,5,20230218,6,753.38,4520.28
2202,4,3,20241018,8,752.67,6021.36
2203,1,3,20230218,2,68.2,136.4
2204,1,2,20241205,2,1490.47,2980.94
2205,4,2,20240113,3,154.82,464.46
2206,5,1,20230214,1,408.04,408.04
2207,1,1,20231204,5,135.69,678.45
2208,5,4,20230522,5,1055.53,5277.65
2209,5,4,20230601,2,211.28,422.56
2210,5,4,20240618,8,1010.65,8085.2
2211,5,2,20231015,8,1000.37,8002.96
2212,3,4,20231031,4,160.4,641.6
2213,1,3,20230730,4,997.73,3990.92
2214,1,1,20230114,8,113.89,911.12
2215,2,4,20230418,7,302.18,2115.26
2216,3,2,20231116,6,1146.72,6880.32
2217,4,2,20230813,2,1373.33,2746.66
2218,3,4,20240609,8,1305.09,10440.72
2219,2,4,20240309,4,126.24,504.96
2220,2,3,20230420,2,242.25,484.5
2221,1,2,20230711,1,1343.79,1343.79
2222,3,1,20240408,8,1001.28,8010.24
2223,3,3,20230328,2,1392.22,2784.44
2224,3,4,20240529,4,247.16,988.64
2225,4,5,20231007,6,103.41,620.46
2226,3,1,20240308,1,981.72,981.72
2227,2,3,20240831,4,618.97,2475.88
2228,3,5,20230422,8,789.96,6319.68
2229,1,2,20230224,2,348.88,697.76
2230,1,5,20240628,5,377.18,1885.9
2231,1,3,20241217,4,1326.84,5307.36
2232,4,4,20241209,7,174.42,1220.9399999999998
2233,3,4,20230728,4,277.27,1109.08
2234,3,3,20230407,5,1107.48,5537.4
2235,2,5,20241205,8,1115.16,8921.28
2236,2,2,20230620,6,1030.13,6180.780000000001
2237,2,3,20230114,8,234.2,1873.6
2238,4,4,20230928,6,55.72,334.32
2239,1,2,20240430,1,901.16,901.16
2240,5,1,20240428,8,1313.0,10504.0
2241,1,1,20231025,1,861.72,861.72
2242,2,5,20230407,3,1138.61,3415.83
2243,1,3,20231226,6,692.61,4155.66
2244,5,3,20240414,8,398.97,3191.76
2245,1,3,20240614,5,1072.48,5362.4
2246,5,4,20240615,2,423.16,846.32
2247,1,2,20241106,7,1287.99,9015.93
2248,2,3,20240814,8,70.58,564.64
2249,4,3,20230718,4,1122.94,4491.76
2250,4,1,20241126,5,1318.79,6593.95
2251,5,4,20241126,3,416.33,1248.99
2252,3,3,20231010,7,893.99,6257.93
2253,3,2,20241219,1,879.79,879.79
2254,3,5,20240410,2,664.35,1328.7
2255,5,3,20230109,5,187.53,937.65
2256,4,2,20240619,8,1029.36,8234.88
2257,3,5,20231023,3,472.88,1418.6399999999999
2258,1,3,20230811,1,694.44,694.44
2259,3,5,20231110,2,103.46,206.92
2260,1,4,20230101,6,998.87,5993.22
2261,1,3,20231018,3,541.57,1624.71
2262,5,5,20231005,3,1431.69,4295.07
2263,2,2,20230324,7,888.21,6217.47
2264,3,2,20231230,1,722.94,722.94
2265,2,4,20230411,7,613.69,4295.83
2266,3,3,20240322,5,280.62,1403.1
2267,3,5,20230724,3,1032.9,3098.7000000000003
2268,3,2,20231105,7,842.57,5897.990000000001
2269,3,1,20241005,5,860.83,4304.150000000001
2270,4,5,20240323,3,579.55,1738.6499999999999
2271,1,2,20240530,8,1048.85,8390.8
2272,3,4,20240306,6,655.81,3934.8599999999997
2273,4,4,20230128,1,1371.02,1371.02
2274,4,1,20231106,3,932.43,2797.29
2275,2,5,20240710,6,212.73,1276.3799999999999
2276,5,3,20240207,1,1139.12,1139.12
2277,2,4,20240614,1,707.64,707.64
2278,4,1,20241027,2,105.67,211.34
2279,1,3,20240802,2,1237.36,2474.72
2280,4,3,20240821,1,204.13,204.13
2281,5,1,20240729,4,786.49,3145.96
2282,4,2,20241017,4,1345.2,5380.8
2283,2,3,20230107,5,1085.73,5428.65
2284,4,5,20230101,4,194.2,776.8
2285,2,5,20230911,2,791.74,1583.48
2286,2,1,20240601,8,61.37,490.96
2287,4,4,20231104,1,1390.92,1390.92
2288,4,4,20240713,3,1234.9,3704.7000000000003
2289,3,5,20240923,8,1292.49,10339.92
2290,1,4,20230709,3,963.39,2890.17
2291,2,2,20241217,3,779.48,2338.44
2292,5,2,20231024,8,733.69,5869.52
2293,1,5,20231009,8,566.83,4534.64
2294,4,4,20240311,2,709.35,1418.7
2295,2,1,20240731,5,699.2,3496.0
2296,4,1,20241028,5,75.27,376.34999999999997
2297,5,4,20231230,1,1364.46,1364.46
2298,2,4,20230612,8,433.43,3467.44
2299,3,5,20241224,4,539.53,2158.12
2300,5,4,20230605,2,282.38,564.76
2301,3,5,20230524,6,702.74,4216.4400000000005
2302,3,3,20241022,7,125.61,879.27
2303,4,4,20230704,8,918.62,7348.96
2304,5,5,20231128,5,215.9,1079.5
2305,5,5,20240218,6,887.13,5322.78
2306,1,1,20230612,1,1281.75,1281.75
2307,2,1,20241126,2,761.67,1523.34
2308,4,3,20230831,4,1472.46,5889.84
2309,1,2,20240306,7,1139.83,7978.8099999999995
2310,1,1,20230316,5,193.85,969.25
2311,4,3,20231125,1,1387.24,1387.24
2312,1,4,20241014,7,221.49,1550.43
2313,5,5,20240517,4,313.68,1254.72
2314,4,3,20230615,4,321.76,1287.04
2315,4,5,20230125,4,151.88,607.52
2316,1,2,20230106,1,1219.76,1219.76
2317,3,4,20241129,2,527.55,1055.1
2318,5,4,20240807,4,1252.79,5011.16
2319,4,5,20240726,6,550.82,3304.92
2320,2,1,20240121,8,655.58,5244.64
2321,1,5,20240613,2,212.61,425.22
2322,3,1,20230222,2,760.6,1521.2
2323,5,5,20231024,6,58.25,349.5
2324,3,4,20230611,6,125.23,751.38
2325,3,1,20240917,4,1283.46,5133.84
2326,5,3,20240713,7,937.5,6562.5
2327,1,5,20230927,8,1406.97,11255.76
2328,1,1,20230725,6,646.57,3879.42
2329,3,1,20231204,3,326.24,978.72
2330,1,2,20240731,8,132.55,1060.4
2331,5,1,20240302,6,1472.06,8832.36
2332,5,5,20240505,2,1334.09,2668.18
2333,2,3,20240523,1,178.49,178.49
2334,5,2,20231107,6,661.49,3968.94
2335,2,1,20230720,1,63.87,63.87
2336,5,5,20230119,7,1030.86,7216.0199999999995
2337,5,4,20240122,1,596.01,596.01
2338,2,4,20230429,7,835.58,5849.06
2339,4,1,20231218,6,543.89,3263.34
2340,4,1,20240825,4,367.25,1469.0
2341,1,2,20240703,7,1127.53,7892.71
2342,5,1,20230913,1,1313.05,1313.05
2343,1,1,20230704,1,211.91,211.91
2344,3,1,20241101,6,540.76,3244.56
2345,2,3,20240505,3,919.03,2757.09
2346,1,1,20240710,2,394.04,788.08
2347,2,4,20230814,6,1349.02,8094.12
2348,4,3,20231027,6,1175.81,7054.86
2349,2,5,20240708,5,495.32,2476.6
2350,5,1,20240225,1,536.29,536.29
2351,5,4,20230521,5,140.71,703.5500000000001
2352,5,2,20230804,5,1119.32,5596.599999999999
2353,1,3,20230829,3,77.9,233.70000000000002
2354,4,4,20230204,2,56.4,112.8
2355,3,3,20230328,7,468.11,3276.77
2356,1,3,20240127,7,755.65,5289.55
2357,4,4,20240124,1,356.06,356.06
2358,2,4,20230202,1,999.09,999.09
2359,5,3,20231211,1,1367.33,1367.33
2360,3,5,20231216,4,1141.95,4567.8
2361,5,4,20230228,7,1179.35,8255.449999999999
2362,1,5,20241125,7,1429.9,10009.300000000001
2363,3,5,20240804,8,650.16,5201.28
2364,5,3,20240423,3,1441.45,4324.35
2365,2,2,20241129,1,439.03,439.03
2366,3,1,20231030,4,1162.73,4650.92
2367,3,5,20231008,7,81.94,573.5799999999999
2368,3,3,20240914,5,1179.08,5895.4
2369,1,1,20231125,5,863.45,4317.25
2370,3,2,20240326,8,707.52,5660.16
2371,1,4,20240506,1,1449.68,1449.68
2372,5,2,20230323,7,111.41,779.87
2373,3,5,20240327,6,1431.11,8586.66
2374,2,3,20240521,5,407.82,2039.1
2375,2,2,20240924,3,241.68,725.04
2376,1,2,20230708,2,990.54,1981.08
2377,5,4,20230822,6,86.88,521.28
2378,1,3,20231228,5,48.77,243.85000000000002
2379,5,1,20230321,4,540.85,2163.4
2380,5,4,20230831,2,778.78,1557.56
2381,2,3,20241128,6,1247.98,7487.88
2382,4,1,20230527,7,1316.88,9218.16
2383,1,3,20240222,6,519.1,3114.6000000000004
2384,3,4,20230614,5,942.33,4711.650000000001
2385,3,1,20240828,5,1397.21,6986.05
2386,1,1,20240607,4,1216.85,4867.4
2387,5,5,20240123,6,1411.41,8468.460000000001
2388,5,1,20241026,3,587.11,1761.33
2389,1,1,20240811,4,858.97,3435.88
2390,5,4,20240624,2,1275.2,2550.4
2391,1,5,20240616,8,997.32,7978.56
2392,4,3,20240812,5,312.66,1563.3000000000002
2393,3,2,20240106,6,383.53,2301.18
2394,2,4,20230429,6,1128.58,6771.48
2395,2,4,20231227,7,558.77,3911.39
2396,5,5,20241031,2,1374.09,2748.18
2397,4,5,20240304,4,687.23,2748.92
2398,2,5,20230908,3,1390.43,4171.29
2399,4,5,20231021,3,918.18,2754.54
2400,3,3,20240307,2,145.22,290.44
2401,5,2,20230722,8,958.13,7665.04
2402,2,4,20240304,1,270.99,270.99
2403,3,5,20230510,8,1120.71,8965.68
2404,1,4,20230316,1,1042.82,1042.82
2405,2,5,20231229,7,1358.78,9511.46
2406,2,4,20230502,4,1075.18,4300.72
2407,3,3,20230216,2,1491.35,2982.7
2408,1,3,20241007,8,1368.24,10945.92
2409,4,4,20241217,5,1142.55,5712.75
2410,2,2,20230108,2,249.58,499.16
2411,5,5,20240409,6,1019.01,6114.0599999999995
2412,4,3,20240825,8,285.67,2285.36
2413,3,1,20231216,4,463.59,1854.36
2414,1,5,20240129,7,445.75,3120.25
2415,3,2,20230804,3,86.85,260.54999999999995
2416,4,5,20240922,5,873.33,4366.650000000001
2417,3,1,20230502,6,445.07,2670.42
2418,3,3,20230623,8,672.4,5379.2
2419,3,3,20241113,2,1388.66,2777.32
2420,3,2,20240604,2,330.09,660.18
2421,2,1,20240706,1,1440.79,1440.79
2422,5,2,20230127,1,745.34,745.34
2423,3,2,20240807,5,1414.16,7070.8
2424,4,4,20231030,3,1250.78,3752.34
2425,1,1,20240520,8,1336.1,10688.8
2426,3,1,20241115,3,1489.79,4469.37
2427,1,3,20230816,2,1122.81,2245.62
2428,1,3,20231010,3,772.91,2318.73
2429,4,5,20231119,2,1067.54,2135.08
2430,1,4,20240617,2,1400.24,2800.48
2431,3,2,20241004,1,1425.04,1425.04
2432,1,2,20230814,3,889.86,2669.58
2433,2,3,20230711,8,248.36,1986.88
